Program,Somertime Day',Tot Time',Come Inside and Play',NFL Youth Flag Football League',Parkour Jr.',Boys Somerville Youth League Basketball',Adult Parkour',Zumba',Boys and Girls Basketball Clinic',Mass Youth Soccer Clinic'
Registrations,674,129,124,107,102,81,72,71,68,61
