"Agency","State","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010"
"Somerville Police Dept","MA",4439.5,3661.2,3731.8,3394.6,3855,3529.7,3221.8,2887.8,3188.9,3426.1,3686,3304,3648.1,2695.8,2426.2,2430.4,2533.2,2831.5,2331.5,2403.6,2218.5,2591.1,3036.8,3125.2,2602.8,2649.4
