"Agency","State","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010"
"Somerville Police Dept","MA",343.8,382.8,367.9,422.9,589.9,636.4,726.8,775.2,734.8,735.4,712.7,710.6,959.7,374.6,228.4,213,303.2,443.7,336.4,339,347.4,427,389.7,410.7,415.4,324.7
